entry_time,exit_time,direction,entry_price,exit_price,size,position_value,pnl_pct,gross_pnl,entry_fee,exit_fee,net_pnl,exit_reason,capital_after
2020-12-01 16:20:00,2020-12-01 16:25:00,LONG,18972.34298567004,19029.260014627045,0.5270830285723318,10000.0,0.2999999999999812,29.999999999998124,4.0,4.0,21.999999999998124,TAKE_PROFIT,1017.9999999999982
2020-12-01 19:40:00,2020-12-01 19:45:00,SHORT,19070.151077613416,19012.940624380575,0.5338185292066383,10179.999999999982,0.3000000000000052,30.540000000000475,4.071999999999993,4.071999999999993,22.39600000000049,TAKE_PROFIT,1036.3239999999987
2020-12-02 04:20:00,2020-12-02 04:25:00,LONG,18388.132803656143,18443.297202067108,0.563583051670121,10363.239999999987,0.2999999999999818,31.089719999998074,4.145295999999995,4.145295999999995,22.799127999998085,TAKE_PROFIT,1054.9778319999969
2020-12-02 23:45:00,2020-12-02 23:50:00,SHORT,19274.36627598381,19216.54317715586,0.5473476102373945,10549.778319999969,0.29999999999999344,31.649334959999212,4.219911327999988,4.219911327999988,23.209512303999237,TAKE_PROFIT,1073.967432975996
2020-12-03 07:45:00,2020-12-03 07:50:00,SHORT,19266.357990959605,19208.558916986727,0.5574314738052393,10739.67432975996,0.29999999999999327,32.21902298927916,4.295869731903984,4.295869731903984,23.627283525471192,TAKE_PROFIT,1093.2988467695632
2020-12-03 12:15:00,2020-12-03 12:20:00,LONG,19260.24668450548,19318.027424558994,0.5676452979437185,10932.988467695632,0.2999999999999821,32.79896540308494,4.373195387078253,4.373195387078253,24.052574628928433,TAKE_PROFIT,1112.9782260114132
2020-12-04 07:50:00,2020-12-04 07:55:00,LONG,19285.89445136919,19285.89445136919,0.577094429723169,11129.782260114132,0.0,0.0,4.4519129040456535,4.4519129040456535,-8.903825808091307,BREAK_EVEN,1099.6224872992761
2020-12-04 18:20:00,2020-12-04 18:25:00,LONG,18936.97954667544,18993.790485315465,0.5806746976670443,10996.224872992761,0.2999999999999914,32.988674618977335,4.398489949197105,4.398489949197105,24.191694720583122,TAKE_PROFIT,1119.4156920706623
2020-12-04 20:20:00,2020-12-04 20:25:00,LONG,18975.738235072364,18975.738235072364,0.5899194425024664,11194.156920706624,0.0,0.0,4.4776627682826495,4.4776627682826495,-8.955325536565299,BREAK_EVEN,1105.9827037658142
2020-12-04 20:30:00,2020-12-04 20:35:00,LONG,18885.21614723316,18941.87179567486,0.5856341252031949,11059.827037658142,0.29999999999999133,33.17948111297347,4.423930815063257,4.423930815063257,24.331619482846953,TAKE_PROFIT,1125.890392433598
2020-12-04 22:05:00,2020-12-04 22:10:00,LONG,18775.032042536244,18831.35713866385,0.5996742854461227,11258.90392433598,0.29999999999998667,33.77671177300644,4.5035615697343925,4.5035615697343925,24.76958863353765,TAKE_PROFIT,1146.1564194974014
2020-12-05 10:25:00,2020-12-05 10:55:00,LONG,19057.67193857708,19114.84495439281,0.6014147075211842,11461.564194974015,0.2999999999999921,34.38469258492114,4.584625677989606,4.584625677989606,25.215441228941927,TAKE_PROFIT,1166.7872350483538
2020-12-06 03:45:00,2020-12-06 04:25:00,LONG,19152.43774083831,19209.895054060824,0.6092108225787047,11667.872350483538,0.2999999999999863,35.00361705144901,4.667148940193416,4.667148940193416,25.669319171062185,TAKE_PROFIT,1187.7894052792226
2020-12-06 05:10:00,2020-12-06 05:20:00,SHORT,19217.57333499819,19159.920614993196,0.6180746052448117,11877.894052792226,0.2999999999999927,35.63368215837581,4.75115762111689,4.75115762111689,26.131366916142035,TAKE_PROFIT,1209.1696145742478
2020-12-07 09:55:00,2020-12-07 10:00:00,LONG,19209.648875676437,19209.648875676437,0.6294595088124268,12091.696145742479,0.0,0.0,4.8366784582969915,4.8366784582969915,-9.673356916593983,BREAK_EVEN,1194.6595791993568
2020-12-07 17:45:00,2020-12-07 18:05:00,LONG,19144.64585902544,19144.64585902544,0.6240175911303961,11946.595791993568,0.0,0.0,4.778638316797427,4.778638316797427,-9.557276633594855,BREAK_EVEN,1180.3236642489644
2020-12-08 08:05:00,2020-12-08 08:10:00,LONG,19137.31991145394,19137.31991145394,0.6167653933310302,11803.236642489645,0.0,0.0,4.721294656995858,4.721294656995858,-9.442589313991716,BREAK_EVEN,1166.1597802779768
2020-12-08 08:10:00,2020-12-08 08:15:00,LONG,19140.366736190404,19140.366736190404,0.6092672080692237,11661.597802779768,0.0,0.0,4.664639121111907,4.664639121111907,-9.329278242223815,BREAK_EVEN,1152.1658629146411
2020-12-08 09:00:00,2020-12-08 09:25:00,LONG,19053.265581700434,19053.265581700434,0.6047078166071596,11521.658629146412,0.0,0.0,4.608663451658565,4.608663451658565,-9.21732690331713,BREAK_EVEN,1138.3398725596655
2020-12-08 09:50:00,2020-12-08 09:55:00,LONG,18793.86900542646,18793.86900542646,0.605697460289303,11383.398725596655,0.0,0.0,4.5533594902386625,4.5533594902386625,-9.106718980477325,BREAK_EVEN,1124.6797940889496
2020-12-08 10:00:00,2020-12-08 10:05:00,LONG,18765.961454340795,18822.259338703814,0.5993190366640114,11246.797940889497,0.2999999999999818,33.74039382266644,4.498719176355799,4.498719176355799,24.742955469954843,TAKE_PROFIT,1144.9240303825488
2020-12-08 12:00:00,2020-12-08 12:05:00,LONG,18711.494442362287,18767.628925689372,0.6118827301097199,11449.240303825489,0.2999999999999903,34.34772091147535,4.579696121530196,4.579696121530196,25.188328668414954,TAKE_PROFIT,1165.5326629294336
2020-12-08 18:50:00,2020-12-08 18:55:00,LONG,18821.347805599664,18821.347805599664,0.6192609981856179,11655.326629294337,0.0,0.0,4.662130651717735,4.662130651717735,-9.32426130343547,BREAK_EVEN,1151.5462709742806
2020-12-08 19:00:00,2020-12-08 19:10:00,LONG,18810.43098020702,18866.86227314764,0.6121849479078799,11515.462709742806,0.2999999999999876,34.54638812922699,4.606185083897122,4.606185083897122,25.334017961432743,TAKE_PROFIT,1172.274103851816
