entry_time,exit_time,direction,entry_price,exit_price,take_profit,stop_loss,leverage,size,reason,pnl,balance
2024-01-08 17:55:00,2024-01-08 18:35:00,LONG,96.601,99.27285785425906,99.27285785425906,94.17203831430994,3.06,31.67610943,TP,82.4752,1082.4752
2024-01-09 21:10:00,2024-01-09 21:15:00,LONG,105.506,102.47136278638276,108.84410093497897,102.47136278638276,2.69,27.57772753,SL,-86.5562,995.919
2024-01-12 21:30:00,2024-01-12 22:05:00,SHORT,93.01,90.30971499894234,90.30971499894234,95.46480454641606,2.92,31.27131858,TP,82.4224,1078.3414
2024-01-17 11:00:00,2024-01-17 14:05:00,LONG,102.097,100.36530617218644,104.00186321059492,100.36530617218644,4.45,47.04315747,SL,-86.2266,992.1148
2024-01-18 17:10:00,2024-01-18 19:50:00,SHORT,94.674,92.68085045154154,92.68085045154154,96.48595413496224,3.97,41.62803588,TP,80.2287,1072.3435
2024-01-19 15:25:00,2024-01-19 16:25:00,SHORT,91.036,89.19485043717701,89.19485043717701,92.70977232983908,4.13,48.61008494,TP,86.4186,1158.7622
2024-01-22 01:20:00,2024-01-22 02:50:00,SHORT,90.505,89.28616068420705,89.28616068420705,91.61303574162994,6.04,77.3448674,TP,89.3898,1248.1519
2024-01-26 10:40:00,2024-01-26 11:10:00,LONG,89.872,91.51798070721841,91.51798070721841,88.37565390252871,4.53,62.94982702,TP,99.6333,1347.7852
2024-01-27 22:25:00,2024-01-28 01:15:00,LONG,93.563,94.76593595761837,94.76593595761837,92.46942185671058,6.31,90.8256089,TP,103.287,1451.0722
2024-01-29 15:50:00,2024-01-29 16:15:00,LONG,99.184,100.96674596963324,100.96674596963324,97.56332184578795,4.61,67.49714024,TP,115.6199,1566.6922
2024-02-01 01:45:00,2024-02-01 10:15:00,SHORT,94.102,96.37606788287607,91.60052532883633,96.37606788287607,3.18,52.92499215,SL,-125.3955,1441.2966
2024-02-02 10:30:00,2024-02-02 13:30:00,LONG,102.09,100.49015305094886,103.84983164395626,100.49015305094886,4.8,67.74853119,SL,-115.2495,1326.0471
2024-02-03 11:15:00,2024-02-03 15:00:00,SHORT,98.447,97.03667947814034,97.03667947814034,99.72910956532697,5.7,76.84130325,TP,103.0972,1429.1443
2024-02-04 07:15:00,2024-02-04 11:35:00,SHORT,96.716,97.83255416354827,95.48779042009689,97.83255416354827,6.38,94.23419766,SL,-114.3841,1314.7601
2024-02-06 10:40:00,2024-02-06 14:35:00,SHORT,93.761,94.90097245344954,92.5070303012055,94.90097245344954,6.08,85.25407832,SL,-105.2294,1209.5307
2024-02-07 17:35:00,2024-02-07 21:20:00,LONG,97.888,99.08110465204709,99.08110465204709,96.80335940722993,6.62,81.82673712,TP,92.0014,1301.5321
2024-02-11 12:30:00,2024-02-11 13:45:00,LONG,110.475,109.16240006066693,111.91885993326636,109.16240006066693,6.21,73.16731419,SL,-104.0746,1197.4576
2024-02-12 17:30:00,2024-02-12 17:40:00,LONG,110.7,109.17593560757177,112.37647083167106,109.17593560757177,5.42,58.59964134,SL,-95.752,1101.7056
2024-02-14 09:05:00,2024-02-14 13:20:00,LONG,115.386,117.14381520426403,117.14381520426403,113.78798617794179,5.39,51.43951211,TP,86.2483,1187.9539
2024-02-16 15:00:00,2024-02-16 23:40:00,SHORT,109.038,110.7020816702494,107.20751016272565,110.7020816702494,4.92,53.59836445,SL,-95.0809,1092.873
2024-02-17 13:15:00,2024-02-17 14:15:00,SHORT,108.07,106.57600481078418,106.57600481078418,109.42817744474164,5.9,59.62829929,TP,84.5914,1177.4644
2024-02-19 13:10:00,2024-02-19 14:00:00,LONG,114.337,112.84819235591677,115.97468840849156,112.84819235591677,5.71,58.75773771,SL,-94.1534,1083.311
2024-02-20 15:25:00,2024-02-20 16:00:00,SHORT,104.962,106.79746524853853,102.94298822660762,106.79746524853853,4.33,44.66278214,SL,-86.7059,996.6051
2024-02-21 11:40:00,2024-02-21 16:05:00,SHORT,102.817,104.51034387177691,100.95432174104538,104.51034387177691,4.58,44.38823453,SL,-79.766,916.8391
2024-02-23 15:25:00,2024-02-23 16:10:00,SHORT,100.754,99.05739092543287,99.05739092543287,102.29637188597013,4.91,44.63877739,TP,72.6014,989.4406
2024-02-26 09:30:00,2024-02-26 11:50:00,SHORT,101.895,100.64117344821896,100.64117344821896,103.03484231980093,6.56,63.74556321,TP,75.3951,1064.8357
2024-02-26 15:30:00,2024-02-26 16:10:00,LONG,104.599,105.97686083538161,105.97686083538161,103.34639924056216,6.17,62.76662928,TP,81.8707,1146.7063
2024-02-28 09:55:00,2024-02-28 10:55:00,LONG,112.125,113.9905848392716,113.9905848392716,110.42901378248037,4.96,50.73609724,TP,90.6514,1237.3577
2024-03-03 07:25:00,2024-03-03 09:10:00,SHORT,126.452,129.01962073522992,123.6276171912471,129.01962073522992,3.75,36.74311327,SL,-99.0358,1138.322
2024-03-03 18:15:00,2024-03-04 03:45:00,LONG,131.289,128.72566876531752,134.1086643581507,128.72566876531752,3.9,33.79539544,SL,-91.0224,1047.2995
2024-03-05 14:40:00,2024-03-05 15:00:00,LONG,136.106,139.2393877270882,139.2393877270882,133.2574657026471,3.65,28.07171139,TP,85.2675,1132.567
2024-03-05 19:35:00,2024-03-05 19:50:00,SHORT,125.985,121.16589712187177,121.16589712187177,130.36600261648022,2.24,20.10330737,TP,95.1264,1227.6933
2024-03-07 11:20:00,2024-03-07 14:15:00,LONG,142.405,146.77339173071402,146.77339173071402,138.43373479026,2.77,23.87538692,TP,101.8962,1329.5896
2024-03-08 11:55:00,2024-03-08 14:55:00,LONG,149.13,152.48595946486265,152.48595946486265,146.07912775921577,3.73,33.23971548,TP,108.0589,1437.6485
2024-03-10 14:10:00,2024-03-10 14:40:00,SHORT,143.799,141.51599363355675,141.51599363355675,145.87446033313023,5.18,51.82444175,TP,113.1226,1550.771
