timestamp,Open,High,Low,Close,Volume,bb_upper_20_2,bb_lower_20_2,bb_upper_4_4,bb_lower_4_4
2025-11-23 11:20:00+00:00,85919.8,85982.7,85891.4,85940.0,67.151,,,,
2025-11-23 11:25:00+00:00,85939.9,86069.0,85931.6,85980.0,124.837,,,,
2025-11-23 11:30:00+00:00,85979.9,86152.1,85958.3,86140.0,81.041,,,,
2025-11-23 11:35:00+00:00,86140.0,86169.9,86030.3,86059.9,54.006,,,86337.18181958576,85722.76818041425
2025-11-23 11:40:00+00:00,86058.1,86213.0,86058.1,86186.9,56.175,,,86407.19364494388,85776.20635505611
2025-11-23 11:45:00+00:00,86186.8,86353.0,86181.7,86289.6,111.332,,,86501.41635530013,85836.78364469988
2025-11-23 11:50:00+00:00,86283.8,86286.9,86120.1,86207.6,69.396,,,86515.25090736391,85856.74909263609
2025-11-23 11:55:00+00:00,86207.5,86266.9,86175.2,86260.0,31.969,,,86399.32016220619,86072.7298377938
2025-11-23 12:00:00+00:00,86259.9,86397.9,86190.1,86358.8,99.588,,,86497.53475696086,86060.46524303914
2025-11-23 12:05:00+00:00,86357.3,86438.2,86303.1,86326.9,110.461,,,86523.04685667282,86053.60314332717
2025-11-23 12:10:00+00:00,86326.8,86568.0,86326.8,86532.0,122.848,,,86771.05033535618,85967.79966464383
2025-11-23 12:15:00+00:00,86527.2,86745.4,86527.2,86702.6,267.413,,,87081.35293074421,85878.79706925579
2025-11-23 12:20:00+00:00,86702.6,86783.0,86632.5,86728.5,138.753,,,87215.0624327644,85929.9375672356
2025-11-23 12:25:00+00:00,86735.0,86777.0,86620.0,86704.4,99.045,,,86981.0297866899,86352.7202133101
2025-11-23 12:30:00+00:00,86703.2,86722.9,86616.2,86641.5,107.892,,,86822.75478590388,86565.74521409612
2025-11-23 12:35:00+00:00,86636.0,86827.0,86562.5,86612.5,241.897,,,86858.40341332137,86485.04658667864
2025-11-23 12:40:00+00:00,86612.4,86612.4,86413.6,86529.9,161.617,,,86873.01441499923,86371.13558500077
2025-11-23 12:45:00+00:00,86530.0,86574.7,86384.2,86430.8,93.356,,,86881.31582468477,86226.0341753152
2025-11-23 12:50:00+00:00,86430.9,86614.2,86430.8,86556.8,97.178,,,86795.86393071209,86269.13606928791
2025-11-23 12:55:00+00:00,86556.8,86567.4,86400.7,86461.5,68.41,86861.18329108693,85903.83670891306,86697.53944745746,86291.96055254254
2025-11-23 13:00:00+00:00,86461.4,86630.0,86427.5,86625.2,96.098,86860.67291325917,85972.86708674081,86827.06841970312,86210.0815802969
2025-11-23 13:05:00+00:00,86627.2,86680.8,86486.5,86559.0,98.827,86845.20673870355,86046.23326129645,86783.97424469587,86317.27575530413
2025-11-23 13:10:00+00:00,86564.9,86564.9,86241.6,86274.2,144.931,86835.31436426681,86069.5456357332,87009.20057572373,85950.74942427628
2025-11-23 13:15:00+00:00,86277.0,86527.9,86277.0,86521.6,114.732,86814.05555163302,86136.97444836698,87026.06775462283,85963.93224537717
2025-11-23 13:20:00+00:00,86521.7,86572.5,86318.1,86369.9,80.258,86800.64917223019,86168.68082776983,86891.22581241108,85971.12418758892
2025-11-23 13:25:00+00:00,86370.0,86435.4,86332.5,86400.0,70.665,86796.0406474875,86184.32935251252,86744.83177695835,86038.01822304165
2025-11-23 13:30:00+00:00,86400.0,86497.5,86330.6,86416.0,67.704,86780.32485610606,86220.88514389396,86655.43140441715,86198.31859558285
2025-11-23 13:35:00+00:00,86416.0,86654.6,86384.3,86587.5,81.948,86776.02175416329,86257.93824583673,86782.76932767611,86103.9306723239
2025-11-23 13:40:00+00:00,86587.5,86659.9,86568.2,86638.1,62.887,86784.4255197643,86277.46448023568,86926.81911579579,86093.9808842042
2025-11-23 13:45:00+00:00,86640.0,86806.5,86571.5,86798.1,141.032,86815.233912666,86293.77608733402,87155.13485867852,86064.71514132149
2025-11-23 13:50:00+00:00,86798.2,86865.2,86665.0,86726.4,183.061,86835.16767936225,86293.28232063777,87011.16632925246,86363.88367074753
2025-11-23 13:55:00+00:00,86726.5,86863.9,86707.5,86863.9,102.665,86867.7240054902,86276.85599450981,87092.42153065561,86420.82846934439
2025-11-23 14:00:00+00:00,86863.8,87136.0,86816.6,87071.0,440.362,86951.3130645154,86227.51693548461,87379.13665158692,86350.5633484131
2025-11-23 14:05:00+00:00,87071.0,87075.2,86685.1,86749.8,262.644,86956.99303043456,86226.37696956543,87398.01038953415,86307.53961046584
2025-11-23 14:10:00+00:00,86749.9,86829.9,86670.9,86736.5,111.545,86966.64801584356,86226.22198415644,87391.37514398679,86319.22485601321
2025-11-23 14:15:00+00:00,86736.5,86790.0,86581.4,86582.8,114.972,86965.13160678238,86224.76839321762,87495.72079286806,86074.32920713193
2025-11-23 14:20:00+00:00,86582.6,86670.0,86568.3,86666.7,76.577,86971.96643306939,86231.6135669306,86949.48048789216,86418.41951210784
2025-11-23 14:25:00+00:00,86666.8,86771.0,86666.0,86717.7,86.001,86980.89106245818,86251.37893754184,86914.01613801281,86437.8338619872
2025-11-23 14:30:00+00:00,86717.5,86829.2,86655.0,86812.5,98.242,87002.28426502812,86255.5557349719,87027.8589123614,86361.99108763861
2025-11-23 14:35:00+00:00,86815.0,86873.1,86589.1,86673.6,161.512,87005.23578668803,86273.81421331195,86950.28636335948,86484.96363664052
2025-11-23 14:40:00+00:00,86673.6,86792.4,86656.8,86697.5,69.314,87009.64141282126,86276.63858717874,86936.10761313567,86514.54238686433
2025-11-23 14:45:00+00:00,86697.5,86783.1,86495.2,86615.1,120.705,87010.68210244502,86281.207897555,86986.49931905308,86412.85068094693
2025-11-23 14:50:00+00:00,86615.0,86615.0,86416.3,86505.9,183.399,86987.34806560585,86327.71193439414,86918.89948352326,86327.15051647673
2025-11-23 14:55:00+00:00,86505.9,86586.9,86452.6,86487.4,82.883,86988.7790221033,86322.86097789671,86917.38042676832,86235.5695732317
2025-11-23 15:00:00+00:00,86487.5,86523.2,86377.1,86477.5,107.964,86978.62004977629,86343.7799502237,86741.5034299812,86301.44657001882
2025-11-23 15:05:00+00:00,86477.5,86631.5,86429.5,86562.5,72.342,86967.30935445504,86371.34064554496,86639.91295537572,86376.73704462427
2025-11-23 15:10:00+00:00,86562.6,86705.2,86558.8,86632.6,58.58,86955.40135129279,86404.9086487072,86791.0300380433,86288.9699619567
2025-11-23 15:15:00+00:00,86633.0,86692.2,86589.2,86680.0,36.514,86956.73221344933,86412.82778655067,86893.52563753533,86282.77436246465
2025-11-23 15:20:00+00:00,86682.4,86754.4,86535.5,86632.6,92.656,86956.65652011333,86412.35347988667,86794.63841627966,86459.21158372035
2025-11-23 15:25:00+00:00,86632.6,86672.6,86548.9,86634.9,35.898,86944.1349809552,86408.5550190448,86725.88358025112,86564.16641974887
2025-11-23 15:30:00+00:00,86634.9,86802.0,86593.5,86796.0,77.057,86951.90108402797,86407.74891597203,86951.19524046482,86420.55475953518
2025-11-23 15:35:00+00:00,86795.1,86940.0,86748.1,86935.0,152.084,86966.61308140114,86400.14691859884,87253.09776986986,86246.15223013014
2025-11-23 15:40:00+00:00,86937.5,87007.4,86911.0,86952.2,133.325,86931.37469554196,86423.50530445801,87340.12052485364,86318.92947514635
2025-11-23 15:45:00+00:00,86952.2,87000.0,86859.7,86911.1,151.246,86957.70870662428,86413.30129337573,87142.5498142754,86654.60018572463
2025-11-23 15:50:00+00:00,86911.1,86997.8,86842.8,86992.5,110.79,87001.2383027252,86395.37169727481,87066.49629624194,86828.90370375809
2025-11-23 15:55:00+00:00,86992.4,87194.9,86987.5,87022.5,129.788,87049.20856682165,86391.37143317837,87137.47768014789,86801.67231985214
2025-11-23 16:00:00+00:00,87022.5,87257.6,87011.4,87207.0,185.262,87137.26798529478,86357.34201470524,87466.33761672069,86600.2123832793
2025-11-23 16:05:00+00:00,87207.0,87442.9,87156.9,87208.0,396.508,87209.92943199161,86333.71056800838,87509.74619327114,86705.25380672886
2025-11-23 16:10:00+00:00,87210.0,87227.4,87049.2,87136.9,159.831,87254.10140110506,86321.97859889493,87446.10302478026,86841.09697521976
2025-11-23 16:15:00+00:00,87137.0,87150.0,86994.0,87017.4,119.075,87278.44574825869,86332.01425174133,87453.01293024706,86831.63706975293
2025-11-23 16:20:00+00:00,87017.4,87041.1,86920.0,86920.1,88.586,87289.38802200294,86343.33197799706,87512.21041654504,86628.98958345497
2025-11-23 16:25:00+00:00,86920.1,87068.2,86903.1,87007.5,89.649,87306.53447548611,86365.42552451388,87329.07005828999,86711.87994171002
2025-11-23 16:30:00+00:00,87009.9,87243.4,86872.5,87208.8,230.105,87342.81262915728,86399.43737084272,87460.00355531774,86616.89644468225
2025-11-23 16:35:00+00:00,87208.9,87325.0,87156.9,87306.0,140.623,87385.51295790124,86438.59704209874,87726.21111101178,86494.98888898823
2025-11-23 16:40:00+00:00,87306.0,87359.7,87253.3,87283.5,100.443,87407.86871647846,86496.84128352153,87671.91160311051,86730.98839688949
2025-11-23 16:45:00+00:00,87283.9,87283.9,87158.0,87177.4,173.417,87411.40292083996,86554.79707916005,87454.43701866253,87033.41298133747
2025-11-23 16:50:00+00:00,87172.1,87184.3,87018.9,87026.7,157.051,87399.92007891295,86605.68992108706,87639.95026894035,86756.84973105964
2025-11-23 16:55:00+00:00,87026.6,87093.7,86608.2,86630.0,294.615,87406.05305717346,86594.55694282656,88021.36463646691,86037.43536353308
2025-11-23 17:00:00+00:00,86632.4,86682.4,86439.7,86655.0,360.084,87403.21124105366,86599.63875894634,87816.42318222598,85928.12681777401
2025-11-23 17:05:00+00:00,86655.0,86774.9,86611.2,86657.5,132.73,87400.31855024064,86604.79144975937,87400.50051656038,86084.0994834396
2025-11-23 17:10:00+00:00,86656.1,86717.5,86564.4,86654.0,74.353,87412.3234755412,86578.5865244588,86693.58565676723,86604.66434323277
2025-11-23 17:15:00+00:00,86654.1,86707.5,86503.0,86619.5,89.867,87427.25278112061,86532.1072188794,86709.06196927982,86583.93803072018
2025-11-23 17:20:00+00:00,86619.5,86682.2,86541.4,86602.4,59.271,87439.07028225125,86485.30971774875,86726.28804387948,86540.41195612053
2025-11-23 17:25:00+00:00,86606.0,86868.9,86589.3,86837.3,97.99,87438.03915794233,86478.96084205767,87052.94511207308,86303.65488792692
2025-11-23 17:30:00+00:00,86837.3,86837.3,86698.4,86782.2,159.459,87433.26912409643,86462.70087590357,87116.23495907131,86304.4650409287
2025-11-23 17:35:00+00:00,86786.0,86905.0,86767.5,86777.4,71.394,87425.22902185812,86446.2309781419,87103.06445136464,86396.58554863535
2025-11-23 17:40:00+00:00,86777.4,86830.0,86758.6,86816.0,40.316,87391.81647294972,86440.5435270503,86901.88172810565,86704.56827189436
2025-11-23 17:45:00+00:00,86815.9,86822.0,86533.4,86597.4,121.299,87360.82795192963,86410.47204807035,87085.29157642076,86401.20842357924
2025-11-23 17:50:00+00:00,86597.4,86672.8,86546.0,86616.0,39.937,87333.94415071397,86385.26584928605,87086.50103950006,86316.89896049994
2025-11-23 17:55:00+00:00,86616.0,86734.9,86604.4,86688.0,36.047,87317.28939373694,86368.98060626305,87022.72775117251,86335.9722488275
2025-11-23 18:00:00+00:00,86688.1,86880.0,86688.1,86783.0,63.139,87309.74905537748,86362.81094462251,86962.81849444332,86379.3815055567
2025-11-23 18:05:00+00:00,86783.0,86850.0,86778.3,86826.1,20.518,87294.11615288306,86360.30384711696,87055.64211808055,86400.90788191944
2025-11-23 18:10:00+00:00,86822.0,86822.0,86662.5,86749.0,72.718,87237.79625673006,86370.64374326995,86963.45476501847,86559.59523498152
2025-11-23 18:15:00+00:00,86748.9,87091.6,86728.0,87047.5,250.342,87177.04173802905,86405.54826197095,87317.2738885155,86385.52611148449
2025-11-23 18:20:00+00:00,87049.7,87124.4,86885.8,86948.4,237.197,87097.27963128203,86451.80036871799,87349.48086166868,86436.01913833132
2025-11-23 18:25:00+00:00,86948.5,86964.9,86765.8,86828.7,156.144,87023.69903200383,86490.51096799616,87348.63295135635,86438.16704864363
2025-11-23 18:30:00+00:00,86824.2,86975.2,86813.5,86970.4,120.549,87010.42148888815,86498.15851111183,87262.64431342525,86634.85568657475
2025-11-23 18:35:00+00:00,86971.9,87087.5,86968.4,87075.1,55.947,87061.35442733705,86491.73557266295,87305.8198445051,86605.4801554949
2025-11-23 18:40:00+00:00,87079.0,87200.0,87077.0,87132.6,147.257,87118.6007179611,86482.2492820389,87464.00319055878,86539.39680944121
2025-11-23 18:45:00+00:00,87132.5,87132.5,86907.6,86925.4,164.87,87129.34547028736,86498.29452971263,87354.42348957328,86697.32651042672
2025-11-23 18:50:00+00:00,86925.3,87043.5,86873.1,87010.6,117.703,87149.3301441703,86513.9698558297,87344.06696403751,86727.7830359625
2025-11-23 18:55:00+00:00,87011.8,87011.8,86873.2,86929.0,56.882,87151.84889387782,86542.40110612218,87335.85112572383,86662.94887427616
2025-11-23 19:00:00+00:00,86929.0,87143.4,86873.1,87124.5,138.46,87179.07322846854,86567.38677153148,87321.04895632152,86673.70104367848
2025-11-23 19:05:00+00:00,87121.7,87176.9,86977.6,87123.3,93.882,87211.52217336233,86563.53782663766,87375.95065329761,86717.7493467024
2025-11-23 19:10:00+00:00,87124.6,87197.4,87110.1,87182.2,53.004,87251.7946197332,86563.26538026679,87473.00307565757,86706.49692434243
2025-11-23 19:15:00+00:00,87181.7,87346.0,87175.3,87345.1,195.002,87323.47407046547,86548.35592953455,87555.984814888,86831.56518511202
2025-11-23 19:20:00+00:00,87335.0,87490.8,87243.6,87437.6,149.191,87407.22200269297,86526.76799730702,87773.81763546623,86770.28236453378
2025-11-23 19:25:00+00:00,87437.6,87459.0,87264.3,87269.6,99.576,87425.19321215391,86576.0167878461,87685.3010279092,86931.9489720908
2025-11-23 19:30:00+00:00,87269.6,87580.9,87257.6,87532.6,176.31,87492.40935924057,86600.46064075943,87790.97903734683,87001.47096265318
2025-11-23 19:35:00+00:00,87534.9,87626.0,87482.5,87517.5,113.1,87546.92823885336,86628.89176114665,87857.03833471857,87021.61166528145
2025-11-23 19:40:00+00:00,87517.5,87617.4,87460.0,87567.3,73.125,87608.70096648922,86645.54903351078,87944.1490262498,86999.3509737502
2025-11-23 19:45:00+00:00,87572.5,87608.6,87427.8,87481.6,79.075,87644.2819814981,86675.51801850188,87647.82087389739,87401.67912610261
2025-11-23 19:50:00+00:00,87479.4,87552.5,87443.8,87480.0,65.705,87661.21589160568,86731.68410839431,87653.52758717685,87369.67241282316
2025-11-23 19:55:00+00:00,87477.5,87504.9,87216.0,87269.8,214.801,87668.16459303067,86746.9654069693,87888.44358365399,87010.90641634601
2025-11-23 20:00:00+00:00,87269.9,87460.0,87269.9,87453.5,76.45,87689.17975983868,86776.46024016131,87773.76349435441,87068.6865056456
2025-11-23 20:05:00+00:00,87450.8,87450.8,87159.5,87269.5,106.436,87671.90636864504,86837.81363135496,87764.17767614045,86972.22232385958
2025-11-23 20:10:00+00:00,87269.5,87400.0,87205.9,87386.8,60.056,87675.0443930047,86876.31560699531,87660.33455739907,87029.46544260092
2025-11-23 20:15:00+00:00,87386.8,87526.6,87354.9,87516.8,81.491,87699.16534018422,86896.36465981578,87772.88538878926,87040.41461121076
2025-11-23 20:20:00+00:00,87516.7,87654.4,87405.7,87622.4,191.315,87739.80125360552,86904.70874639446,87980.86532886104,86916.88467113896
2025-11-23 20:25:00+00:00,87615.8,87630.0,87539.3,87576.7,29.661,87744.11761160327,86965.52238839674,87879.64848771026,87171.70151228974
2025-11-23 20:30:00+00:00,87576.7,87594.7,87363.0,87382.4,87.527,87729.2539652432,87017.5660347568,87885.46793426415,87163.68206573588
2025-11-23 20:35:00+00:00,87387.4,87596.2,87387.4,87577.5,44.978,87707.91098563936,87103.75901436062,87910.58910257928,87168.91089742072
2025-11-23 20:40:00+00:00,87575.6,87585.0,87374.2,87472.6,47.783,87697.2834301347,87149.19656986531,87827.55989608579,87177.04010391422
2025-11-23 20:45:00+00:00,87472.5,87502.5,87390.1,87414.7,27.793,87675.0281434882,87200.59185651179,87758.62250588807,87164.97749411194
2025-11-23 20:50:00+00:00,87414.8,87537.5,87414.8,87425.0,56.473,87656.4650212454,87243.4349787546,87730.30336918816,87214.59663081187
2025-11-23 20:55:00+00:00,87425.0,87490.4,87359.1,87425.0,43.776,87655.21697991769,87252.67302008232,87524.30338630253,87344.34661369749
2025-11-23 21:00:00+00:00,87424.9,87429.9,87262.9,87369.2,81.013,87655.08925763067,87245.96074236932,87500.72308941951,87316.2269105805
2025-11-23 21:05:00+00:00,87363.7,87475.7,87250.1,87270.0,76.777,87655.03856444638,87246.05143555361,87625.5151654255,87119.08483457447
2025-11-23 21:10:00+00:00,87266.2,87302.8,87093.4,87221.3,133.817,87658.61494896817,87211.34505103185,87641.87315912318,87000.87684087682
2025-11-23 21:15:00+00:00,87225.0,87344.8,87205.1,87290.1,47.464,87652.37104476067,87194.84895523933,87500.91274874264,87074.38725125734
2025-11-23 21:20:00+00:00,87294.3,87440.0,87270.1,87392.5,45.966,87634.164934734,87195.57506526599,87543.09589255766,87043.85410744236
2025-11-23 21:25:00+00:00,87392.5,87534.9,87385.6,87525.1,34.464,87639.78003967716,87194.30996032283,87815.10460574445,86899.39539425555
2025-11-23 21:30:00+00:00,87526.8,87636.0,87482.7,87628.0,78.939,87664.23572938707,87184.65427061291,87972.26561791523,86945.58438208478
2025-11-23 21:35:00+00:00,87628.0,87700.0,87554.8,87633.7,86.968,87687.89471983223,87197.38528016777,87936.78840390622,87152.86159609378
2025-11-23 21:40:00+00:00,87633.7,87766.5,87588.7,87601.7,88.282,87704.93560963692,87195.16439036309,87770.32462471626,87423.92537528374
2025-11-23 21:45:00+00:00,87595.0,87740.6,87560.1,87720.0,49.626,87739.01844897178,87206.13155102821,87823.76784621544,87467.93215378457
2025-11-23 21:50:00+00:00,87722.5,87865.5,87697.5,87846.1,112.173,87804.27169840492,87186.8083015951,88078.80981605429,87321.94018394571
2025-11-23 21:55:00+00:00,87846.0,87946.8,87798.3,87936.9,129.314,87880.44025127428,87152.64974872571,88283.39955579575,87268.95044420425
2025-11-23 22:00:00+00:00,87936.9,88087.8,87671.1,87727.2,306.572,87894.53689214808,87149.03310785192,88167.2090051733,87447.89099482668
2025-11-23 22:05:00+00:00,87731.8,87850.0,87624.0,87662.1,73.799,87903.15653791779,87148.9534620822,88217.29780702741,87368.85219297258
2025-11-23 22:10:00+00:00,87662.0,87745.0,87627.6,87690.1,59.564,87918.94970530567,87163.93029469434,88186.27609902929,87321.87390097074
2025-11-23 22:15:00+00:00,87690.1,87727.8,87503.9,87650.6,126.035,87925.33605236017,87164.85394763983,87800.64601136705,87564.35398863295
2025-11-23 22:20:00+00:00,87650.6,87958.5,87640.6,87832.5,122.915,87961.53347102187,87164.64652897812,88000.16334282843,87417.4866571716
2025-11-23 22:25:00+00:00,87832.5,87900.0,87720.1,87851.6,149.985,87996.14306059701,87173.72693940299,88105.16085740688,87407.23914259314
2025-11-23 22:30:00+00:00,87851.5,87851.5,87671.0,87672.6,51.494,88003.39405769685,87191.23594230316,88115.06931172714,87388.58068827288
2025-11-23 22:35:00+00:00,87672.6,87748.3,87627.0,87677.4,25.42,88009.44391491923,87210.42608508076,88093.78387013194,87423.26612986805
2025-11-23 22:40:00+00:00,87677.3,87807.4,87608.9,87704.2,48.048,88012.26460669613,87241.10539330386,88019.45723540908,87433.44276459092
2025-11-23 22:45:00+00:00,87704.1,87826.4,87695.9,87826.4,22.25,88012.42706120877,87296.58293879124,87970.20623367962,87470.09376632037
2025-11-23 22:50:00+00:00,87826.4,87826.4,87775.4,87826.4,20.806,87989.42868168539,87380.0913183146,88032.4355711045,87484.76442889548
2025-11-23 22:55:00+00:00,87827.5,88001.0,87813.6,87963.9,59.915,87988.10805383838,87448.79194616161,88197.81481215796,87462.63518784205
2025-11-23 23:00:00+00:00,87963.9,88037.5,87404.1,87479.3,261.048,87973.44910635742,87472.13089364259,88490.66343565313,87057.33656434687
2025-11-23 23:05:00+00:00,87479.2,87536.9,87385.0,87443.8,165.347,87984.27105532734,87453.17894467268,88568.50102089583,86788.19897910416
2025-11-23 23:10:00+00:00,87443.8,87561.9,87270.0,87280.4,122.448,88027.05346765154,87375.63653234846,88561.67078817877,86522.02921182124
2025-11-23 23:15:00+00:00,87278.5,87388.1,86895.1,87034.1,283.113,88107.96414463948,87234.76585536053,88012.42335665393,86606.37664334606
2025-11-23 23:20:00+00:00,87032.5,87038.5,86800.0,86962.5,311.758,88174.25107309014,87104.55892690986,87950.29999350775,86410.10000649224
2025-11-23 23:25:00+00:00,86960.0,87072.6,86888.3,87018.7,123.361,88201.74935178482,87006.93064821517,87562.52826441845,86585.32173558156
2025-11-23 23:30:00+00:00,87018.7,87018.7,86766.0,86844.9,160.879,88225.49841631469,86883.06158368531,87262.29568962406,86667.80431037591
2025-11-23 23:35:00+00:00,86841.0,86905.0,86666.0,86745.2,150.846,88228.16289288968,86761.22710711033,87316.09355541122,86469.55644458877
2025-11-23 23:40:00+00:00,86745.1,86864.8,86720.0,86816.9,55.56,88230.69019596679,86667.6698040332,87258.4161814951,86454.43381850491
2025-11-23 23:45:00+00:00,86816.9,86891.7,86748.9,86780.1,81.619,88231.78766925201,86578.372330748,86947.22854764742,86646.32145235257
2025-11-23 23:50:00+00:00,86780.0,86871.3,86692.6,86765.1,85.502,88219.38616923016,86498.27383076982,86881.78875564763,86671.86124435236
2025-11-23 23:55:00+00:00,86769.2,86820.9,86715.0,86793.9,62.802,88199.1828655757,86432.80713442432,86865.23227662663,86712.76772337337
2025-11-24 00:00:00+00:00,86791.1,86791.1,86544.7,86561.0,191.479,88160.44075438846,86344.39924561154,87106.00913352732,86344.0408664727
2025-11-24 00:05:00+00:00,86562.0,86591.7,86237.1,86330.2,401.316,88124.84866736873,86227.85133263128,87356.96453505376,85868.13546494622
